LocationID,zscore
252,60639.87570305186 / ((sqrt(-37450898.25 - 1406819569883.0625)) * sqrt(0.012643055552561393 / 3))
253,23361.197103030398 / ((sqrt(-196780316.57142857 - 583366216880.0204)) * sqrt(0.06609767015409962 / 13))
254,-82172.01462677971 / ((sqrt(222203240.0952381 - 639076447709.4695)) * sqrt(0.23650421703330093 / 20))
255,-76002.69603209395 / ((sqrt(-182402278.7647059 - 382164912567.3668)) * sqrt(0.08800058096837449 / 16))
256,31531.738134864718 / ((sqrt(321062698.1666667 - 553817185033.3365)) * sqrt(0.11960030538581745 / 17))
257,20830.88643614843 / ((sqrt(325671783.85714287 - 201414131037.7347)) * sqrt(0.019155652518733995 / 6))
258,-89483.89059131767 / ((sqrt(-54683547.03448276 - 408642237777.5791)) * sqrt(0.4926856881000534 / 28))
259,-92733.27497956099 / ((sqrt(104414782.5625 - 430849637174.3906)) * sqrt(0.7183467507375738 / 31))
260,37363.41770283808 / ((sqrt(86187689.58333333 - 431163722968.67365)) * sqrt(0.0553367904988068 / 11))
261,-168521.2147704519 / ((sqrt(-112569668 - 596248947334.072)) * sqrt(0.14630660113748295 / 18))
262,35065.34299666679 / ((sqrt(-179355046.8 - 502655192731.24005)) * sqrt(0.048916067343085734 / 9))
263,5123.09158105083 / ((sqrt(283935746.46153843 - 176632433439.14792)) * sqrt(0.06091466427665493 / 12))
